STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,ADDRES_M,CITY_M,ZIP_M,ZIP4_M,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,F_POPLSA,POPU_UND,CENTLIB,F_CENLIB,BRANLIB,F_BRLIB,BKMOB,F_BKMOB,MASTER,F_MASTER,LIBRARIA,F_LIBRAR,OTHPAID,F_OTHSTF,TOTSTAFF,F_TOTSTF,LOCGVT,F_LOCGVT,STGVT,F_STGVT,FEDGVT,F_FEDGVT,OTHINCM,F_OTHINC,TOTINCM,F_TOTINC,SALARIES,F_SALX,BENEFIT,F_BENX,STAFFEXP,F_TOSTFX,PRMATEXP,F_PRMATX,ELMATEXP,F_ELMATX,OTHMATEX,F_OTMATX,TOTEXPCO,F_TOCOLX,OTHOPEXP,F_OTHOPX,TOTOPEXP,F_TOTOPX,LCAP_REV,F_LCAPRV,SCAP_REV,F_SCAPRV,FCAP_REV,F_FCAPRV,OCAP_REV,F_OCAPRV,CAP_REV,F_TCAPRV,CAPITAL,F_TCAPX,BKVOL,F_BKVOL,EBOOK,F_EBOOK,AUDIO_PH,F_AUD_PH,AUDIO_DL,F_AUD_DL,VIDEO_PH,F_VID_PH,VIDEO_DL,F_VID_DL,EC_LO_OT,F_EC_L_O,EC_ST,F_EC_ST,ELECCOLL,F_ELECOL,SUBSCRIP,F_PRSUB,HRS_OPEN,F_HRS_OP,VISITS,F_VISITS,REFERENC,F_REFER,REGBOR,F_REGBOR,TOTCIR,F_TOTCIR,KIDCIRCL,F_KIDCIR,ELMATCIR,F_EMTCIR,PHYSCIR,F_PHYSCR,ELINFO,F_ELINFO,ELCONT,F_ELCONT,TOTCOLL,F_TOTCOL,LOANTO,F_LOANTO,LOANFM,F_LOANFM,TOTPRO,F_TOTPRO,KIDPRO,F_KIDPRO,YAPRO,F_YAPRO,TOTATTEN,F_TOTATT,KIDATTEN,F_KIDATT,YAATTEN,F_YAATT,GPTERMS,F_GPTERM,PITUSR,F_PITUSR,WIFISESS,F_WIFISS,WEBVISIT,YR_SUB,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,INCITSST,INCITSCO,GNISPLAC,CNTYPOP,LOCALE_ADD,LOCALE_MOD,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOMATCH
IL,IL0565,30691,"WAVERLY PUBLIC LIBRARY","291 NORTH PEARL STREET",WAVERLY,62692,1080,"291 NORTH PEARL STREET",WAVERLY,62692,1080,MORGAN,2174352051,ME,CI,SO,Y,CI1,N,05/01/2018,04/30/2019,1307,R_19,1307,1,R_19,0,R_19,0,R_19,0.0,R_19,0.56,R_19,0.18,R_19,0.74,R_19,29772,R_19,1634,R_19,0,R_19,1845,R_19,33251,R_19,-9,H_19,-9,H_19,-9,H_19,9614,R_19,0,R_19,0,R_19,9614,R_19,-9,H_19,38423,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,16196,R_19,0,R_19,146,R_19,0,R_19,0,R_19,0,R_19,0,R_19,13,R_19,13,R_19,15,R_19,1184,R_19,2256,R_19,57,R_19,611,R_19,3320,R_19,725,R_19,0,R_19,3320,R_19,0,R_19,0,R_19,3320,R_19,0,R_19,66,R_19,3,R_19,3,R_19,0,R_19,25,R_19,25,R_19,0,R_19,2,R_19,236,R_19,911,ID19,-1,2019,3,2,0,0,0,-89.9534,39.59369,17,137,79358,33658,42,42,9523.0,3020,1718,27300,1,A
IL,IL0566,30692,"WAYNE CITY KISSNER PUBLIC LIBRARY","102 SOUTH MAIN STREET","WAYNE CITY",62895,M,"102 SOUTH MAIN STREET","WAYNE CITY",62895,M,WAYNE,6188952661,ME,CI,SO,Y,CI1,N,05/01/2018,04/30/2019,1032,R_19,1032,1,R_19,0,R_19,0,R_19,0.0,R_19,0.5,R_19,0.25,R_19,0.75,R_19,15988,R_19,892,R_19,4600,R_19,1200,R_19,22680,R_19,-9,H_19,-9,H_19,-9,H_19,4000,R_19,400,R_19,1200,R_19,5600,R_19,-9,H_19,22500,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,10030,R_19,0,R_19,85,R_19,0,R_19,630,R_19,0,R_19,1,R_19,13,R_19,14,R_19,0,R_19,600,R_19,1968,R_19,75,R_19,138,R_19,10105,R_19,1436,R_19,0,R_19,10105,R_19,0,R_19,0,R_19,10105,R_19,862,R_19,160,R_19,5,R_19,2,R_19,1,R_19,215,R_19,150,R_19,15,R_19,3,R_19,382,R_19,412,R_19,-1,2019,3,1,0,0,0,-88.5881,38.3466,17,191,79436,16215,43,43,9553.0,3037,1715,-4,N,A
IL,IL0567,30693,"WAYNESVILLE TOWNSHIP LIBRARY","303 EAST SECOND STREET",WAYNESVILLE,61778,9514,"303 EAST SECOND STREET",WAYNESVILLE,61778,9514,"DE WITT",2179495111,ME,CI,SO,Y,CI1,N,04/01/2018,03/31/2019,713,R_19,713,1,R_19,0,R_19,0,R_19,0.58,R_19,0.58,R_19,0.2,R_19,0.78,R_19,29047,R_19,1037,R_19,0,R_19,21567,R_19,51651,R_19,-9,H_19,-9,H_19,-9,H_19,5007,R_19,250,R_19,170,R_19,5427,R_19,-9,H_19,30946,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,283,R_19,16309,R_19,30612,R_19,158,R_19,11318,R_19,500,R_19,0,R_19,0,R_19,13,R_19,13,R_19,2,R_19,1300,R_19,2870,R_19,520,R_19,176,R_19,4950,R_19,2205,R_19,109,R_19,4841,R_19,0,R_19,109,R_19,4950,R_19,0,R_19,0,R_19,89,R_19,64,R_19,21,R_19,1310,R_19,1150,R_19,88,R_19,4,R_19,985,R_19,208,R_19,0,2019,3,1,0,0,0,-89.1229,40.23931,17,39,79449,15638,42,42,9716.0,1096,1713,-4,N,A
IL,IL0568,30694,"WELDON PUBLIC LIBRARY DISTRICT","505 MAPLE STREET",WELDON,61882,4639,"505 MAPLE STREET",WELDON,61882,4639,"DE WITT",2177362215,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,832,R_19,832,1,R_19,0,R_19,0,R_19,0.75,R_19,0.75,R_19,0.3,R_19,1.05,R_19,68950,R_19,1040,R_19,0,R_19,2845,R_19,72835,R_19,-9,H_19,-9,H_19,-9,H_19,5981,R_19,250,R_19,577,R_19,6808,R_19,-9,H_19,69127,R_19,0,R_19,0,R_19,0,R_19,9780,R_19,9780,R_19,0,R_19,13069,R_19,36773,R_19,128,R_19,6930,R_19,1387,R_19,0,R_19,0,R_19,13,R_19,13,R_19,9,R_19,1560,R_19,6206,R_19,377,R_19,301,R_19,6433,R_19,1187,R_19,738,R_19,5695,R_19,0,R_19,738,R_19,6433,R_19,3255,R_19,1920,R_19,80,R_19,55,R_19,21,R_19,3480,R_19,2958,R_19,498,R_19,4,R_19,907,R_19,597,R_19,384,2019,3,1,0,0,0,-88.7512,40.12108,17,39,79683,15638,42,42,9715.0,3088,1713,-4,N,A
IL,IL0569,30058,"BOND PUBLIC LIBRARY","208 SOUTH CHESTNUT STREET",WENONA,61377,7522,"208 SOUTH CHESTNUT STREET",WENONA,61377,7522,MARSHALL,8158534665,ME,CI,SO,Y,CI1,N,07/01/2018,06/30/2019,1056,R_19,1056,1,R_19,0,R_19,0,R_19,0.0,R_19,0.63,R_19,0.0,R_19,0.63,R_19,16539,R_19,4010,R_19,0,R_19,5048,R_19,25597,R_19,-9,H_19,-9,H_19,-9,H_19,4020,R_19,0,R_19,0,R_19,4020,R_19,-9,H_19,18600,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,24791,R_19,0,R_19,344,R_19,0,R_19,415,R_19,0,R_19,0,R_19,13,R_19,13,R_19,36,R_19,1252,R_19,2020,R_19,825,R_19,639,R_19,6836,R_19,3390,R_19,0,R_19,6836,R_19,0,R_19,0,R_19,6836,R_19,0,R_19,267,R_19,8,R_19,5,R_19,2,R_19,311,R_19,240,R_19,50,R_19,3,R_19,620,R_19,736,ID19,-1,2019,3,2,0,0,0,-89.0499,41.05248,17,123,79813,11438,42,42,9611.0,1054,1718,37900,0,A
IL,IL0570,30695,"WEST CHICAGO PUBLIC LIBRARY DISTRICT","118 WEST WASHINGTON STREET","WEST CHICAGO",60185,2803,"118 WEST WASHINGTON STREET","WEST CHICAGO",60185,2803,DUPAGE,6302311552,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,29924,R_19,29924,1,R_19,0,R_19,0,R_19,9.0,R_19,9.0,R_19,14.3,R_19,23.3,R_19,2164911,R_19,79777,R_19,0,R_19,173684,R_19,2418372,R_19,1098921,R_19,383434,R_19,1482355,R_19,67004,R_19,50954,R_19,20962,R_19,138920,R_19,624431,R_19,2245706,R_19,2842,R_19,0,R_19,0,R_19,0,R_19,2842,R_19,0,R_19,69709,R_19,76602,R_19,6150,R_19,36416,R_19,6021,R_19,177,R_19,34,R_19,13,R_19,47,R_19,117,R_19,3376,R_19,90526,R_19,17876,R_19,15806,R_19,198761,R_19,87229,R_19,27506,R_19,171255,R_19,22879,R_19,50385,R_19,221640,R_19,11337,R_19,16272,R_19,625,R_19,391,R_19,92,R_19,14354,R_19,11399,R_19,1357,R_19,45,R_19,12596,R_19,319540,R_19,77261,2019,3,1,0,0,0,-88.2059,41.88427,17,43,80060,922921,21,21,8415.04,2030,1706,16980,0,A
IL,IL0571,30696,"WEST FRANKFORT PUBLIC LIBRARY","402 EAST POPLAR STREET","WEST FRANKFORT",62896,2423,"402 EAST POPLAR STREET","WEST FRANKFORT",62896,2423,FRANKLIN,6189323313,ME,CI,SO,Y,CI1,N,05/01/2018,04/30/2019,8182,R_19,8182,1,R_19,0,R_19,0,R_19,0.0,R_19,0.88,R_19,1.76,R_19,2.64,R_19,135942,R_19,15182,R_19,7116,R_19,14699,R_19,172939,R_19,67172,R_19,14019,R_19,81191,R_19,19818,R_19,418,R_19,0,R_19,20236,R_19,38309,R_19,139736,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,27952,R_19,36543,R_19,336,R_19,6760,R_19,382,R_19,0,R_19,1,R_19,13,R_19,14,R_19,11,R_19,2652,R_19,16500,R_19,125,R_19,657,R_19,13980,R_19,4018,R_19,1098,R_19,12882,R_19,0,R_19,1098,R_19,13980,R_19,3750,R_19,3540,R_19,76,R_19,56,R_19,0,R_19,1667,R_19,1573,R_19,0,R_19,9,R_19,3356,R_19,7005,ID19,-1,2019,3,2,0,0,0,-88.9235,37.89884,17,55,80333,38469,31,31,409.0,3022,1712,-4,N,A
IL,IL0572,30697,"WEST SALEM PUBLIC LIBRARY","112 WEST SOUTH STREET","WEST SALEM",62476,M,"112 WEST SOUTH STREET","WEST SALEM",62476,M,EDWARDS,6184568970,ME,CI,SO,Y,CI1,N,05/01/2018,04/30/2019,897,R_19,897,1,R_19,0,R_19,0,R_19,0.0,R_19,0.6,R_19,0.0,R_19,0.6,R_19,6033,R_19,2554,R_19,1000,R_19,13010,R_19,22597,R_19,-9,H_19,-9,H_19,-9,H_19,3256,R_19,250,R_19,106,R_19,3612,R_19,-9,H_19,42775,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,8337,R_19,65288,R_19,70,R_19,0,R_19,397,R_19,0,R_19,2,R_19,13,R_19,15,R_19,10,R_19,1248,R_19,1775,R_19,8,R_19,173,R_19,5219,R_19,867,R_19,464,R_19,4755,R_19,500,R_19,964,R_19,5719,R_19,468,R_19,2306,R_19,8,R_19,7,R_19,0,R_19,106,R_19,66,R_19,0,R_19,4,R_19,848,R_19,12,R_19,-1,2019,3,1,0,0,0,-88.0054,38.52006,17,47,80853,6395,43,43,9569.0,1053,1715,-4,N,A
IL,IL0573,30699,"WESTCHESTER PUBLIC LIBRARY","10700 CANTERBURY STREET",WESTCHESTER,60154,4203,"10700 CANTERBURY STREET",WESTCHESTER,60154,4203,COOK,7085623573,ME,CI,SO,Y,CI1,N,05/01/2018,04/30/2019,16718,R_19,16718,1,R_19,0,R_19,0,R_19,8.45,R_19,10.6,R_19,6.03,R_19,16.63,R_19,1327036,R_19,38741,R_19,0,R_19,41242,R_19,1407019,R_19,670262,R_19,194058,R_19,864320,R_19,73641,R_19,43228,R_19,6167,R_19,123036,R_19,185461,R_19,1172817,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,464539,R_19,68158,R_19,79078,R_19,5183,R_19,37330,R_19,5154,R_19,142,R_19,59,R_19,13,R_19,72,R_19,105,R_19,3164,R_19,81749,R_19,10296,R_19,4717,R_19,128103,R_19,45713,R_19,8913,R_19,119190,R_19,50594,R_19,59507,R_19,178697,R_19,9898,R_19,15241,R_19,437,R_19,361,R_19,44,R_19,5537,R_19,4562,R_19,122,R_19,28,R_19,34500,R_19,13659,R_19,82248,2019,3,1,0,0,0,-87.8895,41.85528,17,31,80047,5150233,21,21,8184.01,3005,1704,16980,0,A
IL,IL0574,30700,"WESTERN DISTRICT LIBRARY","1111 FOURTH STREET",ORION,61273,9678,"1111 FOURTH STREET",ORION,61273,9678,HENRY,3095268375,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,4045,R_19,4045,1,R_19,0,R_19,0,R_19,1.44,R_19,4.36,R_19,0.35,R_19,4.71,R_19,205175,R_19,10870,R_19,0,R_19,19911,R_19,235956,R_19,142504,R_19,11804,R_19,154308,R_19,9679,R_19,5153,R_19,4032,R_19,18864,R_19,62757,R_19,235929,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,16261,R_19,71288,R_19,1102,R_19,18648,R_19,2079,R_19,665,R_19,3,R_19,13,R_19,16,R_19,27,R_19,2652,R_19,20100,R_19,624,R_19,1130,R_19,24476,R_19,9055,R_19,2592,R_19,21884,R_19,5350,R_19,7942,R_19,29826,R_19,2674,R_19,3272,R_19,145,R_19,130,R_19,4,R_19,3313,R_19,2500,R_19,60,R_19,18,R_19,3332,R_19,750,R_19,7293,2019,3,1,0,0,0,-90.3813,41.35357,17,73,56601,48913,42,42,302.01,3024,1717,19340,0,A
IL,IL0575,30647,"THOMAS FORD MEMORIAL LIBRARY","800 CHESTNUT STREET","WESTERN SPRINGS",60558,1430,"800 CHESTNUT STREET","WESTERN SPRINGS",60558,1430,COOK,7082460520,ME,CI,SO,Y,CI1,N,01/01/2018,12/31/2018,12975,R_19,12975,1,R_19,0,R_19,0,R_19,6.5,R_19,8.5,R_19,7.78,R_19,16.28,R_19,1353672,R_19,33406,R_19,0,R_19,27827,R_19,1414905,R_19,698779,R_19,178834,R_19,877613,R_19,111065,R_19,39065,R_19,30205,R_19,180335,R_19,318035,R_19,1375983,R_19,2000000,R_19,0,R_19,0,R_19,0,R_19,2000000,R_19,180588,R_19,65496,R_19,357316,R_19,4597,R_19,320422,R_19,4896,R_19,49826,R_19,9,R_19,13,R_19,22,R_19,153,R_19,3380,R_19,127959,R_19,25635,R_19,7023,R_19,242661,R_19,121067,R_19,28983,R_19,213678,R_19,12762,R_19,41745,R_19,255423,R_19,19438,R_19,26952,R_19,597,R_19,300,R_19,132,R_19,14372,R_19,9381,R_19,1307,R_19,19,R_19,5883,R_19,12235,ID19,40164,2019,3,2,0,0,0,-87.8988,41.81246,17,31,80242,5150233,21,21,8198.01,5012,1703,16980,0,A
IL,IL0576,30701,"WESTMONT PUBLIC LIBRARY","428 NORTH CASS AVENUE",WESTMONT,60559,1502,"428 NORTH CASS AVENUE",WESTMONT,60559,1502,DUPAGE,6308696150,ME,CI,SO,Y,CI1,N,05/01/2018,04/30/2019,24685,R_19,24685,1,R_19,0,R_19,0,R_19,8.03,R_19,10.43,R_19,11.78,R_19,22.21,R_19,1878138,R_19,41302,R_19,0,R_19,71690,R_19,1991130,R_19,924321,R_19,254430,R_19,1178751,R_19,115109,R_19,95156,R_19,50957,R_19,261222,R_19,424366,R_19,1864339,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,170508,R_19,71948,R_19,42640,R_19,9751,R_19,8275,R_19,12214,R_19,1116,R_19,31,R_19,13,R_19,44,R_19,120,R_19,3268,R_19,153901,R_19,33207,R_19,9372,R_19,320069,R_19,151221,R_19,29565,R_19,290504,R_19,56410,R_19,85975,R_19,376479,R_19,27798,R_19,27768,R_19,633,R_19,396,R_19,36,R_19,12449,R_19,9547,R_19,101,R_19,44,R_19,19851,R_19,19625,ID19,490132,2019,3,2,0,0,0,-87.9757,41.80577,17,43,80645,922921,21,21,8447.01,3007,1706,16980,0,A
IL,IL0577,30702,"WESTVILLE PUBLIC LIBRARY DISTRICT","233 SOUTH STATE STREET",WESTVILLE,61883,1651,"233 SOUTH STATE STREET",WESTVILLE,61883,1651,VERMILION,2172673170,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,12499,R_19,12499,1,R_19,0,R_19,0,R_19,0.0,R_19,2.0,R_19,1.76,R_19,3.76,R_19,215154,R_19,15624,R_19,2964,R_19,26155,R_19,259897,R_19,119771,R_19,25869,R_19,145640,R_19,13627,R_19,1570,R_19,2611,R_19,17808,R_19,59163,R_19,222611,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,6962,R_19,37748,R_19,135771,R_19,2410,R_19,30,R_19,4586,R_19,0,R_19,0,R_19,13,R_19,13,R_19,10,R_19,2418,R_19,19188,R_19,496,R_19,1441,R_19,24214,R_19,4438,R_19,1915,R_19,22299,R_19,0,R_19,1915,R_19,24214,R_19,11382,R_19,4724,R_19,32,R_19,19,R_19,0,R_19,753,R_19,320,R_19,0,R_19,6,R_19,3085,R_19,1535,IG15,-1,2019,3,2,0,0,0,-87.6385,40.04039,17,183,80931,75758,23,23,106.0,2004,1715,19180,0,A
IL,IL0578,30703,"WHEATON PUBLIC LIBRARY","225 NORTH CROSS STREET",WHEATON,60187,5342,"225 NORTH CROSS STREET",WHEATON,60187,5342,DUPAGE,6306681374,ME,CI,SO,Y,CI1,N,05/01/2018,12/31/2018,52894,R_19,52894,1,R_19,0,R_19,0,R_19,10.95,R_19,11.95,R_19,37.23,R_19,49.18,R_19,3797650,R_19,66568,R_19,1000,R_19,298412,R_19,4163630,R_19,1389489,R_19,524510,R_19,1913999,R_19,105516,R_19,161177,R_19,34521,R_19,301214,R_19,890450,R_19,3105663,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,213778,R_19,69342,R_19,29891,R_19,42078,R_19,19000,R_19,3948,R_19,41,R_19,13,R_19,54,R_19,473,R_19,2220,R_19,347261,R_19,56472,R_19,27354,R_19,688316,R_19,281293,R_19,73282,R_19,615034,R_19,28994,R_19,102276,R_19,717310,R_19,7183,R_19,10688,R_19,649,R_19,361,R_19,62,R_19,40890,R_19,29938,R_19,3602,R_19,54,R_19,27941,R_19,62302,R_19,195870,2019,3,1,0,0,0,-88.1051,41.86651,17,43,81048,922921,21,21,8425.0,2050,1706,16980,0,A
IL,IL0579,30704,"WHITE HALL TOWNSHIP LIBRARY","119 EAST SHERMAN STREET","WHITE HALL",62092,1356,"119 EAST SHERMAN STREET","WHITE HALL",62092,1356,GREENE,2173746014,ME,CI,SO,Y,CI1,N,04/01/2018,03/31/2019,3040,R_19,3040,1,R_19,0,R_19,0,R_19,0.0,R_19,0.65,R_19,0.5,R_19,1.15,R_19,35480,R_19,6999,R_19,0,R_19,20234,R_19,62713,R_19,-9,H_19,-9,H_19,-9,H_19,4314,R_19,383,R_19,411,R_19,5108,R_19,-9,H_19,57697,R_19,0,R_19,35000,R_19,0,R_19,0,R_19,35000,R_19,8000,R_19,15693,R_19,34465,R_19,276,R_19,28019,R_19,906,R_19,0,R_19,0,R_19,13,R_19,13,R_19,13,R_19,2184,R_19,6435,R_19,256,R_19,1201,R_19,6588,R_19,1282,R_19,897,R_19,5691,R_19,0,R_19,897,R_19,6588,R_19,4038,R_19,904,R_19,92,R_19,58,R_19,15,R_19,1471,R_19,1108,R_19,182,R_19,4,R_19,1092,R_19,602,IG16,-1,2019,3,2,0,0,0,-90.4033,39.43685,17,61,81256,12969,32,32,9739.0,3036,1713,-4,N,A
IL,IL0580,30705,"CARLOCK PUBLIC LIBRARY DISTRICT","202 EAST WASHINGTON STREET",CARLOCK,61725,9424,"202 EAST WASHINGTON STREET",CARLOCK,61725,9424,MCLEAN,3093764027,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,2904,R_19,2904,1,R_19,0,R_19,0,R_19,0.0,R_19,0.75,R_19,1.41,R_19,2.16,R_19,175949,R_19,4015,R_19,0,R_19,12395,R_19,192359,R_19,65210,R_19,6536,R_19,71746,R_19,10636,R_19,2641,R_19,2409,R_19,15686,R_19,71203,R_19,158635,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,25900,R_19,40030,R_19,590,R_19,25333,R_19,1561,R_19,2,R_19,3,R_19,13,R_19,16,R_19,66,R_19,2678,R_19,12392,R_19,208,R_19,1119,R_19,18680,R_19,6442,R_19,1279,R_19,17401,R_19,0,R_19,1279,R_19,18680,R_19,1703,R_19,2075,R_19,71,R_19,51,R_19,8,R_19,726,R_19,467,R_19,20,R_19,4,R_19,637,R_19,76,IG17,-1,2019,3,2,0,0,0,-89.1316,40.58234,17,113,11215,171517,42,42,52.02,2054,1718,14010,0,A
IL,IL0581,30706,"WILLIAM LEONARD PUBLIC LIBRARY DISTRICT","13820 CENTRAL PARK AVENUE",ROBBINS,60472,1920,"13820 CENTRAL PARK AVENUE",ROBBINS,60472,1920,COOK,7085972760,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,5337,R_19,5337,1,R_19,0,R_19,0,R_19,0.0,R_19,0.9,R_19,2.3,R_19,3.2,R_19,283000,R_19,15671,R_19,0,R_19,2500,R_19,301171,R_19,135000,R_19,12000,R_19,147000,R_19,2800,R_19,0,R_19,0,R_19,2800,R_19,45700,R_19,195500,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,30068,R_19,0,R_19,140,R_19,0,R_19,1000,R_19,0,R_19,0,R_19,13,R_19,13,R_19,68,R_19,1872,R_19,12500,R_19,478,R_19,1200,R_19,297,R_19,225,R_19,0,R_19,297,R_19,0,R_19,0,R_19,297,R_19,137,R_19,185,R_19,178,R_19,28,R_19,100,R_19,6100,R_19,5500,R_19,150,R_19,23,R_19,5200,R_19,200,R_19,-1,2019,3,1,0,0,0,-87.7086,41.64178,17,31,64616,5150233,21,21,8243.0,3036,1701,16980,0,A
IL,IL0584,30710,"WILMETTE PUBLIC LIBRARY DISTRICT","1242 WILMETTE AVENUE",WILMETTE,60091,2558,"1242 WILMETTE AVENUE",WILMETTE,60091,2558,COOK,8472565025,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,27087,R_19,27087,1,R_19,0,R_19,0,R_19,17.38,R_19,17.38,R_19,21.3,R_19,38.68,R_19,5709567,R_19,84453,R_19,0,R_19,605433,R_19,6399453,R_19,2990135,R_19,1096022,R_19,4086157,R_19,348545,R_19,440174,R_19,85890,R_19,874609,R_19,846095,R_19,5806861,R_19,0,R_19,0,R_19,0,R_19,111272,R_19,111272,R_19,581040,R_19,211103,R_19,62251,R_19,31030,R_19,39910,R_19,21756,R_19,6303,R_19,73,R_19,13,R_19,86,R_19,462,R_19,3900,R_19,330446,R_19,79810,R_19,13240,R_19,927912,R_19,358630,R_19,191716,R_19,736196,R_19,42835,R_19,234551,R_19,970747,R_19,39799,R_19,36614,R_19,1146,R_19,604,R_19,0,R_19,33420,R_19,24129,R_19,0,R_19,28,R_19,23778,R_19,1087656,R_19,177293,2019,3,1,0,0,0,-87.7087,42.07494,17,31,82075,5150233,21,21,8011.0,2010,1709,16980,0,A
IL,IL0585,30711,"WILMINGTON PUBLIC LIBRARY DISTRICT","201 SOUTH KANKAKEE STREET",WILMINGTON,60481,1338,"201 SOUTH KANKAKEE STREET",WILMINGTON,60481,1338,WILL,8154762834,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,9345,R_19,9345,1,R_19,0,R_19,0,R_19,3.6,R_19,5.95,R_19,6.45,R_19,12.4,R_19,670439,R_19,27840,R_19,0,R_19,26964,R_19,725243,R_19,397408,R_19,74246,R_19,471654,R_19,42527,R_19,23068,R_19,24417,R_19,90012,R_19,208753,R_19,770419,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,13220,R_19,37998,R_19,74728,R_19,4146,R_19,20371,R_19,5868,R_19,818,R_19,20,R_19,13,R_19,33,R_19,34,R_19,3134,R_19,131054,R_19,1596,R_19,5087,R_19,83297,R_19,20135,R_19,8221,R_19,75076,R_19,6426,R_19,14647,R_19,89723,R_19,12436,R_19,6160,R_19,456,R_19,344,R_19,49,R_19,7844,R_19,6701,R_19,509,R_19,16,R_19,5260,R_19,2103,R_19,32724,2019,3,1,0,0,0,-88.1441,41.30763,17,197,82101,690743,31,31,8834.01,1036,1716,16980,0,A
IL,IL0586,30712,"WINCHESTER PUBLIC LIBRARY","215 NORTH MAIN STREET",WINCHESTER,62694,1109,"215 NORTH MAIN STREET",WINCHESTER,62694,1109,SCOTT,2177423150,ME,CI,SO,Y,CI1,N,05/01/2018,04/30/2019,1593,R_19,1593,1,R_19,0,R_19,0,R_19,0.0,R_19,1.35,R_19,0.13,R_19,1.48,R_19,19733,R_19,2821,R_19,2000,R_19,33196,R_19,57750,R_19,-9,H_19,-9,H_19,-9,H_19,7808,R_19,310,R_19,911,R_19,9029,R_19,-9,H_19,49007,R_19,1000,R_19,0,R_19,0,R_19,5000,R_19,6000,R_19,5853,R_19,13685,R_19,43323,R_19,199,R_19,13833,R_19,280,R_19,0,R_19,0,R_19,13,R_19,13,R_19,29,R_19,1705,R_19,5710,R_19,817,R_19,575,R_19,8817,R_19,2901,R_19,660,R_19,8157,R_19,0,R_19,660,R_19,8817,R_19,781,R_19,949,R_19,75,R_19,51,R_19,0,R_19,1359,R_19,1212,R_19,0,R_19,4,R_19,456,R_19,450,R_19,-1,2019,3,1,0,0,0,-90.4562,39.63282,17,171,82270,4951,43,43,9707.0,3046,1718,27300,1,A
IL,IL0587,30713,"WINDSOR STORM MEMORIAL PUBLIC LIBRARY DISTRICT","102 SOUTH MAPLE STREET",WINDSOR,61957,1443,"102 SOUTH MAPLE STREET",WINDSOR,61957,1443,SHELBY,2174592498,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,1474,R_19,1474,1,R_19,0,R_19,0,R_19,0.0,R_19,0.0,R_19,2.33,R_19,2.33,R_19,83407,R_19,1842,R_19,0,R_19,54032,R_19,139281,R_19,43218,R_19,0,R_19,43218,R_19,8208,R_19,950,R_19,400,R_19,9558,R_19,28813,R_19,81589,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,9086,R_19,0,R_19,214,R_19,0,R_19,757,R_19,0,R_19,0,R_19,13,R_19,13,R_19,8,R_19,2080,R_19,8913,R_19,1676,R_19,291,R_19,8008,R_19,2596,R_19,1058,R_19,6950,R_19,0,R_19,1058,R_19,8008,R_19,3278,R_19,3064,R_19,25,R_19,9,R_19,8,R_19,439,R_19,265,R_19,103,R_19,4,R_19,986,R_19,235,R_19,-1,2019,3,1,0,0,0,-88.5935,39.43815,17,173,82322,21634,42,42,9594.0,1030,1715,-4,N,A
